콘텐츠 아이디2 (CID),제목,1단계 분류코드,2단계 분류코드,캐치프레이즈,지역 (시_도),지역 (시_군_구),cluster
125741,딴산,A01,A0101,시원스레 쏟아지는 물줄기가 더위마저 잊게 만드는 곳,강원특별자치도,화천군,1
2716123,옥계항,A01,A0101,시멘트산업발전의 교두보 역할을 하는 항구,강원특별자치도,강릉시,1
125671,비룡폭포,A01,A0101,승천하는 용의 형상을 닮은 폭포,강원특별자치도,속초시,1
2713784,광진해수욕장,A01,A0101,스노클링으로 바닷속 절경을 즐겨보자 !,강원특별자치도,양양군,1
125711,"장호해수욕장(장호항, 장호해변)",A01,A0101,스노클링 명소,강원특별자치도,삼척시,1
1607565,제이드가든,A01,A0101,숲속의 작은 유럽을 표방한 수목원,강원특별자치도,춘천시,1
2705058,동강전망자연휴양림,A01,A0101,숲 속의 작은 집으로 떠나는 힐링 여행,강원특별자치도,정선군,1
2710849,동산포해수욕장,A01,A0101,숨겨진 명품 야영장과 얕고 깨끗한 해변,강원특별자치도,양양군,1
125677,무릉계곡,A01,A0101,숨 막히게 아름다운 자연을 품은 곳,강원특별자치도,동해시,1
126649,궁촌해변(궁촌해수욕장),A01,A0101,수심이 얕고 바닷물이 깨끗한 청정해수욕장,강원특별자치도,삼척시,1
125717,덕산해변,A01,A0101,수려한 해변과 함께 덕산항이 인접하여 싱싱한 활어회도 즐길 수 있는 덕산해변,강원특별자치도,삼척시,2
126677,국립 방태산자연휴양림,A01,A0101,수려한 자연경관과 다양한 야생동물을 감상할 수 있는 곳,강원특별자치도,인제군,2
2568709,파서탕,A01,A0101,수려한 기암절벽과 시원스러운 물줄기가 아름다운 곳,강원특별자치도,양구군,1
2782911,응봉,A01,A0101,수려한 경관으로 유명한 곳,강원특별자치도,고성군,1
2714805,월천해변,A01,A0101,수려하고 아름다   자연환경을 품은 해변,강원특별자치도,삼척시,1
125745,홍천강,A01,A0101,수도권 최고의 자연 물놀이터!,강원특별자치도,홍천군,1
125598,육향산,A01,A0101,수군을 관장하던 진영지,강원특별자치도,삼척시,1
2508764,설악산국립공원,A01,A0101,손꼽히는 단풍 명소,강원특별자치도,속초시,1
128803,속초등대전망대,A01,A0101,속초의 아름다운 풍경 속으로 풍덩 빠져볼 수 있는 곳,강원특별자치도,속초시,2
125750,청초호,A01,A0101,속초를 어우르는 호수,강원특별자치도,속초시,1
2714833,속초해안로,A01,A0101,속초 해안길 따라 느끼는 바다내음,강원특별자치도,속초시,1
2776855,범바위,A01,A0102,속초 영랑호에 있는 호랑이를 닮은 바위,강원특별자치도,속초시,1
1818945,원대리 자작나무 숲 (속삭이는 자작나무 숲),A01,A0101,속삭이는 소리도 들릴 듯한 조용한 숲,강원특별자치도,인제군,1
127531,집다리골자연휴양림,A01,A0101,"소양호와 의암호, 춘천호를 접하고 있는 자연휴양림",강원특별자치도,춘천시,1
125613,백덕산(영월),A01,A0101,"소나무의 모습이 장관을 이루는 산, 백덕산",강원특별자치도,영월군,1
125695,등명해변(등명해수욕장),A01,A0101,소나무와 해변이 어우러져 아름다운 곳,강원특별자치도,강릉시,1
2789629,이끼계곡,A01,A0101,세찬 물소리와 골짜기에서 불어오는 시원한 바람이 일품,강원특별자치도,삼척시,1
128757,정동진해변,A01,A0101,세계에서 바다와 가장 가까운 간이역이 있는 해수욕장,강원특별자치도,강릉시,1
767764,관음굴(삼척 대이리 동굴지대),A01,A0101,세계가 인정한 동굴다운 동굴,강원특별자치도,삼척시,1
125805,설악산 울산바위,A01,A0102,설악이 만든 아름다운 곳,강원특별자치도,속초시,1
127892,소승폭포,A01,A0101,설악의 숨은 비경,강원특별자치도,인제군,1
127473,오색약수터,A01,A0101,"설악의 명약, 오색약수",강원특별자치도,양양군,1
2513888,설악산 자생식물원,A01,A0101,"설악산의 아름다운 정원, 자생식물원",강원특별자치도,속초시,1
125584,설악산국립공원(내설악),A01,A0101,설악산의 대표 계곡미,강원특별자치도,인제군,1
125676,토왕성폭포,A01,A0101,설악산을 대표하는 3대 폭포 중 한 곳,강원특별자치도,속초시,1
2714645,청호해변,A01,A0101,설악대교와 금강대교의 황홀한 야경과 설악산의 비경을 볼 수 있는 곳,강원특별자치도,속초시,2
125720,죽도해수욕장,A01,A0101,서핑의 천국 죽도해수욕장,강원특별자치도,양양군,1
2773621,기사문항,A01,A0101,서핑 서퍼 천국,강원특별자치도,양양군,1
2714560,중광정해변,A01,A0101,서피비치로 불릴 만큼 서퍼들이 사랑하는 해수욕장,강원특별자치도,양양군,1
2699658,잣나무 연리지,A01,A0102,서로 다른 나무의 가지가 맞닿아서 생긴 상서로운 나무,강원특별자치도,태백시,1
2717933,경포가시연습지,A01,A0101,"생물 다양성의 보고 ""경포습지""",강원특별자치도,강릉시,1
127303,목우산,A01,A0101,상여봉이라 불리는 슬픈 산,강원특별자치도,영월군,1
125611,태기산,A01,A0101,삼한시대 진한의 마지막 왕 태기왕 최후의 항전을 벌인 명산,강원특별자치도,횡성군,1
125785,청령포 (강원고생대 국가지질공원),A01,A0101,삼면이 강에 둘러싸여 마치 섬과 같은 곳,강원특별자치도,영월군,1
2773857,경포플라워가든,A01,A0101,삶의 질을 높이는 휴양지,강원특별자치도,강릉시,1
2778050,원주자연생태원,A01,A0101,살아있는 곤충과 다양한 생물들을 볼 수 있는 어린이들의 오감체험 공감,강원특별자치도,원주시,2
126818,당골계곡,A01,A0101,산천어가 사는 맑은 수질의 계곡,강원특별자치도,태백시,1
127826,국지산,A01,A0101,"산세가 부드러워 가족 산행으로 적합한, 국지산",강원특별자치도,영월군,1
407202,횡성자연휴양림,A01,A0101,산세가 깊고 인적이 드문 청정지역에 위치한 휴양림,강원특별자치도,횡성군,1
2710587,국립춘천숲체원,A01,A0101,산림교육과 산림레포츠를 동시에 즐길 수 있는 복합형 산림복지 시설,강원특별자치도,춘천시,2
128722,칠성산,A01,A0101,산꼭대기 7개의 바위가 칠성처럼 있는 높이 953m의 산,강원특별자치도,강릉시,1
125658,가령폭포,A01,A0101,산 속 숨어있는 웅장하고 시원한 폭포,강원특별자치도,홍천군,1
2774598,화천사랑나무,A01,A0101,사진촬영 명소인 아름드리나무가 절경을 이루다,강원특별자치도,화천군,1
125680,천불동계곡,A01,A0101,사시사철 등반객을 유혹하는 아름다운 비경,강원특별자치도,속초시,1
128702,대암산 용늪 (강원평화지역 국가지질공원),A01,A0101,사시사철 구름을 품은 하늘의 연못,강원특별자치도,인제군,1
2388953,애견전용해수욕장 멍비치,A01,A0101,사랑하는 반려견과의 신나는 바다즐기기!,강원특별자치도,양양군,1
2508769,치악산국립공원,A01,A0101,사계절이 모두 아름다운 치악산,강원특별자치도,원주시,1
125612,계방산(평창),A01,A0101,사계절 환상적인 비경을 품고있는 산,강원특별자치도,평창군,1
2714824,낙산해안로,A01,A0101,사계절 어느 때나 편안한 휴식을 즐길 수 있는 공간,강원특별자치도,양양군,2
2728430,금당산,A01,A0101,사계절 아름다운 풍경과 깨끗한 계곡물이 흐르는 금당산,강원특별자치도,평창군,1
127735,중봉계곡,A01,A0101,사계절 아름다운 중봉계곡,강원특별자치도,삼척시,1
125626,용소계곡,A01,A0101,사계절 아름다운 경치를 뽐내는 계곡,강원특별자치도,홍천군,1
1089831,광치자연휴양림,A01,A0101,사계절 수려한 울창한 원시림이 있는 곳,강원특별자치도,양구군,1
127903,미시령계곡,A01,A0101,사계절 색다른 풍경을 보여주는 계곡,강원특별자치도,인제군,1
127298,장산(영월),A01,A0101,"사계절 따라 묘미가 있는 곳, 장산",강원특별자치도,영월군,1
127900,어성전계곡,A01,A0101,뼈속까지 시린 맑은 물과 자연이 어우러진 계곡,강원특별자치도,양양군,1
126894,김삿갓 계곡,A01,A0101,빼어난 경치를 자랑하는 김삿갓 계곡,강원특별자치도,영월군,1
128100,만산동계곡,A01,A0101,빼어난 경치가 마치 한 폭의 그림을 보는듯한 계곡,강원특별자치도,화천군,1
2778084,인구항,A01,A0101,비교적 작은 항구이지만 많은 관광객이 찾는 곳,강원특별자치도,양양군,1
2716199,비와야폭포,A01,A0101,비가 오면 볼 수 있는 아름답고 신비한 폭포 ,강원특별자치도,태백시,2
127898,후곡약수터,A01,A0101,분과 불소가 많이 들어있고 탄산가스가 풍부한 약수,강원특별자치도,양구군,1
125718,노봉해변,A01,A0101,부드러운 모래와 잔잔한 파도가 있는 아담한 해변,강원특별자치도,동해시,1
2702823,정암해수욕장,A01,A0101,부드러운 모래사장을 바라보며 커피 한잔 여유를 즐길 수 있는 곳,강원특별자치도,양양군,2
125715,교암해변,A01,A0101,부드러운 모래사장과 잔잔한 파도가 환상적인 해변,강원특별자치도,고성군,1
3007602,봉황대(춘천),A01,A0101,봉황대 아래 긴 강은 끊임없이 흘러가고,강원특별자치도,춘천시,1
127747,구곡폭포,A01,A0101,봉화산 근처 아홉구비를 돌아 떨어지는 50m의 웅장한 물줄기,강원특별자치도,춘천시,1
125638,뇌운계곡,A01,A0101,볼거리 즐길거리가 많은 곳,강원특별자치도,평창군,1
125630,고원통계곡,A01,A0101,병풍 같은 기암괴석과 투명한 물이 일품인 계곡,강원특별자치도,인제군,1
127740,별마로천문대,A01,A0101,'별을 보는 고요한 정상' 별마로 천문대,강원특별자치도,영월군,1
2714723,거문산,A01,A0101,"법정사~거문산정상~금당산,  평창역 부근 트래킹 하기 좋은 코스의 산",강원특별자치도,평창군,1
2772889,부연약수,A01,A0101,벌들이 발견한 진한 자연 탄산약수,강원특별자치도,강릉시,1
2785612,백석폭포,A01,A0101,백석봉 정상에서부터 내려오는 인공폭포,강원특별자치도,정선군,1
126789,청간해변,A01,A0101,백사장의 고운모래와 수려한 경관을 자랑하는 해변,강원특별자치도,고성군,1
125591,오대산국립공원,A01,A0101,백두대간의 중추이자 역사적 성지,강원특별자치도,평창군,1
125587,치악산국립공원,A01,A0101,백두대간의 명산 자연의 신비로움,강원특별자치도,원주시,1
126738,남애항,A01,A0101,백두대간의 능선이 어우러진 강원도의 베네치아,강원특별자치도,양양군,1
127872,맹방해변,A01,A0101,방탄소년단도 ‘찍고’ 간 에메랄드빛 아름다운 해변,강원특별자치도,삼척시,1
2710184,한섬해변&한섬감성바닷길,A01,A0101,"밤하늘을 간직한 빛터널, 해안절벽의 경이로움과 함께하는 산책",강원특별자치도,동해시,1
125661,십이선녀탕(탕수동계곡),A01,A0101,밤이면 하늘에서 선녀가 내려와 목욕을 했다는 곳,강원특별자치도,인제군,1
2776835,삼척미로정원,A01,A0101,반려동물과 함께 심신을 치유하는 공간,강원특별자치도,삼척시,1
585522,강문해변,A01,A0101,반려동물과 백사장을 달려볼 수 있는 해변,강원특별자치도,강릉시,2
125696,사천해변(사천해수욕장),A01,A0101,반려동물과 걷기 좋은 한적하고 푸르른 해변,강원특별자치도,강릉시,1
125709,용화해변,A01,A0101,반달형의 아름다운 해안선,강원특별자치도,삼척시,1
125675,천당폭포,A01,A0101,바위숲과 물뿐이어서 세속의 때는 다 씻겨진 듯 개운해지고 마치 자기 몸이 자연의 일부가 되는 듯한 곳,강원특별자치도,속초시,1
2710736,남대천 생태관찰로,A01,A0101,바람에 춤추는 억새와 바다와 맞닿은 남대천의 물줄기,강원특별자치도,양양군,1
125697,안인해변(안인해수욕장),A01,A0101,바닷물이 맑고 수심이 얕아 물놀이를 하기 좋은 해수욕장,강원특별자치도,강릉시,1
126784,거진11리해변,A01,A0101,바다낚시를 즐기며 지친 일상의 피로를 날려보자 !,강원특별자치도,고성군,1
125701,하조대해수욕장,A01,A0101,바다 앞 기암절벽과 하조대 정자가 어우러져 아름다운 절경을 자랑하는 곳,강원특별자치도,양양군,1
126603,두타연 (강원평화지역 국가지질공원),A01,A0101,민통선 내의 맑고 깨끗한 자연을 간직한 곳,강원특별자치도,양구군,1
2710821,중광정해수욕장,A01,A0101,물이 유독 맑고 깨끗한 서핑의 메카,강원특별자치도,양양군,1
2776858,도원리계곡,A01,A0101,물이 맑고 깨끗한 명소,강원특별자치도,고성군,1
125673,무릉계곡 용추폭포(강원),A01,A0101,무릉계곡 입구인 삼화사 서쪽에 있는 폭포,강원특별자치도,동해시,1
2806196,홍천 무궁화테마파크,A01,A0101,무궁화의 위상을 높이고 무궁화의 아름다움을 널리 알리다,강원특별자치도,홍천군,1
125775,매월대폭포,A01,A0101,매월당 김시습 선생과 8의사가 은거하여 소일하던 곳,강원특별자치도,철원군,1
2714604,잔교해변,A01,A0101,매년 여름이면 다채로운 프로그램으로 구성된 축제가 열리는 아담한 해변,강원특별자치도,양양군,1
2718844,하광정항,A01,A0101,매년 여름 많은 피서객들이 찾는 곳,강원특별자치도,양양군,1
2775500,소돌해수욕장,A01,A0101,매년 7월 15일부터 8월 20일까지 해수욕장으로 운영되다,강원특별자치도,강릉시,1
125699,주문진해변,A01,A0101,맑은 바닷물과 항구의 매력을 동시에 느낄 수 있는 곳,강원특별자치도,강릉시,2
125656,구송폭포(구성폭포),A01,A0101,맑은 물과 주위의 경관이 아름다운 곳에 있는 폭포,강원특별자치도,춘천시,1
2569480,잠곡저수지,A01,A0101,맑은 물과 경치가 아름다운 저수지,강원특별자치도,철원군,1
128068,치악산자연휴양림,A01,A0101,"맑은 물, 맑은 공기, 4계절이 절경인 휴양림",강원특별자치도,원주시,1
